id,value,name,isParent
376,232723,漠河县,FALSE
7941,239101,宝泉岭分局,FALSE
7943,239102,国土资源局,FALSE
7944,239103,红兴隆分局,FALSE
7945,239104,建三江分局,FALSE
7946,239105,牡丹江分局,FALSE
7947,239106,北安分局,FALSE
7948,239107,九三分局,FALSE
7949,239108,齐齐哈尔分局,FALSE
7950,239109,绥化分局,FALSE
7951,239110,哈尔滨分局,FALSE
7952,239111,直属佳南分局,FALSE
7960,239201,国土资源局,FALSE
7961,239202,松花江分局,FALSE
7962,239203,牡丹江分局,FALSE
7963,239204,合江分局,FALSE
7958,239300,友谊国土资源局,FALSE
7956,239400,五大连池风景名胜区,FALSE
7130,310100,上海市本级,FALSE
380,310101,黄浦区,FALSE
382,310103,卢湾区,FALSE
384,310104,徐汇区,FALSE
386,310105,长宁区,FALSE
388,310106,静安区,FALSE
390,310107,普陀区,FALSE
392,310108,闸北区,FALSE
394,310109,虹口区,FALSE
396,310110,杨浦区,FALSE
398,310112,闵行区,FALSE
400,310113,宝山区,FALSE
402,310114,嘉定区,FALSE
404,310115,浦东新区,FALSE
406,310116,金山区,FALSE
408,310117,松江区,FALSE
410,310118,青浦区,FALSE
412,310119,南汇区,FALSE
414,310120,奉贤区,FALSE
417,310230,崇明县,FALSE
421,320100,南京市本级,FALSE
423,320102,玄武区,FALSE
425,320103,白下区,FALSE
427,320104,秦淮区,FALSE
429,320105,建邺区,FALSE
431,320106,鼓楼区,FALSE
433,320107,下关区,FALSE
435,320111,浦口区,FALSE
437,320113,栖霞区,FALSE
439,320114,雨花台区,FALSE
441,320115,江宁区,FALSE
443,320116,六合区,FALSE
445,320124,溧水县,FALSE
447,320125,高淳县,FALSE
450,320200,无锡市本级,FALSE
452,320202,崇安区,FALSE
454,320203,南长区,FALSE
456,320204,北塘区,FALSE
458,320205,锡山区,FALSE
460,320206,惠山区,FALSE
